mse,rmse,mae,mse_x,mse_y,mae_x,mae_y,n_samples
1.1934556344977532,1.0924539507447228,0.8676671433316882,0.6212038342623257,1.7657074347331805,0.7349160943995239,1.0004181922638524,2
