hausdorff_mean,hausdorff_std,frechet_mean,frechet_std,endpoint_error_mean,endpoint_error_std,length_error_mean,length_error_std,path_similarity_mean,path_similarity_std,n_fractures
3.1737635761394465,1.4905537205079422,3.5204182408178393,1.5621622646299116,3.343504403653865,1.6943960778229583,0.8956023221149161,0.7629995627090823,0.9988255273873186,0.009665212526822268,111
