fracture_id,hausdorff,frechet,endpoint_error,length_error,path_similarity,true_n_pts,gen_n_pts
558,2.4910909146902953,2.4910909146902953,2.4910909146902953,0.9644802454875228,0.9999999998878213,3,9
559,2.589470453866019,3.184200363297208,3.184200363297208,0.19508943323474193,0.999999999913299,4,10
562,8.562813331576558,8.562813331576558,8.562813331576558,0.024966893868480937,0.9666335959596576,26,35
697,5.457860502963806,5.457860502963806,5.457860502963806,0.47688232728791186,0.9999999998977922,10,16
698,1.981553255473557,1.981553255473557,1.981553255473557,0.49817872783398576,0.9029999592667761,14,23
702,5.717184163469258,5.717184163469258,5.717184163469258,0.08757428368973733,0.9999999998672618,8,14
704,2.9052808969774353,2.9052808969774353,2.4825168604254135,0.7563401942694634,0.9999999998818895,6,12
705,2.3744832470679875,2.3744832470679875,2.3744832470679875,0.48419106807742485,0.999999999921722,6,12
709,2.9394317943365995,2.9394317943365995,2.6683071232301843,0.4073110694583446,0.9999999999011906,10,16
710,4.059682859791751,4.059682859791751,4.059682859791751,0.05851601736360253,0.9999999999144549,6,12
711,2.5370887647841,2.5370887647841,2.5370887647841,1.3132193976691977,0.9999999998796433,3,9
712,2.404763021575008,3.9277920028792366,3.9277920028792366,1.577009905937929,0.9999999998993723,3,9
713,4.1726066758198606,4.4074822016740764,4.4074822016740764,2.2462203135117256,0.999999999899517,3,9
714,1.8089794012864946,1.8089794012864946,0.945644944750192,0.5154823560986057,0.9999999998931565,10,16
715,1.7546160749087114,1.7546160749087114,1.7546160749087114,0.49505546469221307,0.9999999998727404,3,9
716,2.422393183653372,2.7198247019683595,2.7198247019683595,1.0798905227974887,0.9999999998989091,3,9
718,3.644324603363002,3.644324603363002,3.644324603363002,1.130542721613058,0.9999999998564829,3,9
719,2.5528739373530636,2.5528739373530636,1.9885399090779676,0.03607290003178564,0.9999999998161526,6,12
720,2.927808603232969,2.927808603232969,2.927808603232969,0.28647971428571584,0.9999999998687185,5,11
721,2.6594365620652782,2.7634580865551923,2.7634580865551923,0.43688472855904276,0.9999999998635544,7,13
722,1.6569619667320068,1.6569619667320068,0.9551110357328104,0.21538825817033888,0.9999999998831604,6,12
723,3.040361154640978,3.040361154640978,3.040361154640978,0.41268627086778176,0.9999999998763418,6,12
724,2.582568479135962,2.582568479135962,2.582568479135962,1.652682241585232,0.9999999998933545,3,9
725,1.9369028246398032,2.574401034134072,2.574401034134072,0.12679301248041802,0.999999999909954,6,12
726,2.6104452559446742,2.638837747190798,2.638837747190798,0.2815559680738352,0.9999999998674576,5,11
728,1.9221050393383556,1.9221050393383556,0.7801493354523473,0.9802284751784849,0.9999999998724031,4,10
729,1.6591972072369936,1.6591972072369936,1.6591972072369936,0.5770821297859002,0.9999999998930692,4,10
730,1.991260979384556,1.991260979384556,1.9712047550087946,0.9852441070819751,0.9999999998893047,3,9
731,4.443954463193446,4.443954463193446,4.443954463193446,0.25111326523501754,0.99999999990445,6,12
732,2.1840391169517144,2.1840391169517144,2.1840391169517144,2.4626994107626907,0.9999999998404985,3,9
733,4.565889390723638,4.565889390723638,4.565889390723638,2.369172907787953,0.9999999998999974,3,9
734,4.362981219607399,4.362981219607399,4.362981219607399,1.702685086390804,0.9999999998542927,5,11
735,1.2625496921785744,1.2625496921785744,0.6946958199671357,0.14749241978793448,0.9999999998747272,5,11
736,2.1046926463827593,2.1046926463827593,1.964308821675261,0.905650070998224,0.9999999998977618,3,9
737,4.52278467362914,4.52278467362914,4.52278467362914,2.7546457750263986,0.9999999999032143,4,10
739,2.4645911307467334,2.7813771217171457,2.7813771217171457,0.2713630602974535,0.9999999999099884,6,12
740,0.8539591654330118,1.5620046057387709,0.6220346213032938,1.5148994580711135,0.9999999999,3,9
741,2.8303593511016394,2.8303593511016394,2.8303593511016394,1.0387704213616187,0.9999999998999947,3,9
742,1.7406048231292286,1.7406048231292286,1.7406048231292286,0.25392248024420805,0.9999999998694209,5,11
744,3.02930927159384,3.02930927159384,3.02930927159384,0.5486167826618964,0.9999999998295033,6,12
747,4.507801905377751,4.507801905377751,4.0775143507154885,3.590104633282027,0.9999999998660918,3,9
