type,value
true,142.04722118355235
true,281.65427105664986
true,145.5802832574553
true,157.48643756326047
true,303.297021616549
true,641.6452756471822
true,402.1274632000108
true,296.3380848088425
true,46.50007501093325
true,45.404173227699374
true,253.44732543605954
true,36.002004094897856
true,347.10016738067617
true,345.54944139553527
true,73.38929713632498
true,187.47195476452254
true,25.99183377172852
true,56.57037785718411
true,32.78355267383879
true,366.80866548670633
true,260.5292658550893
true,18.82688788161241
true,315.4472238125491
true,347.9534337424556
true,246.18644284822733
true,233.05662440003232
true,417.932136898142
true,294.0822851967841
true,187.88918789463554
true,483.39097745993803
true,428.7799609931791
true,218.7612001495591
true,128.16930184364006
true,128.65459387211888
true,610.9774675787086
true,368.8136834162265
true,437.5634835160444
true,119.7691991427669
true,221.25241815492484
true,518.9734106085027
true,375.47471932847446
true,290.39098040238576
true,102.62594343553235
true,657.1984691671527
true,512.4412301506212
true,25.96765570544875
true,23.67941495164608
true,110.08944935728222
true,136.82024990921084
true,132.47833001135297
true,105.42630904018493
true,754.7917073997646
true,121.33916182865369
true,64.24596781213633
true,57.02401030973084
true,189.12875751895342
true,162.26730529274838
true,145.96119582916887
true,242.13108416639497
true,123.06707043266407
true,221.26973034477396
true,409.8678692220012
true,688.9967320017232
true,448.9375047307357
true,265.22999690002666
true,402.2498937595467
true,798.5401120434396
true,1187.7507428757146
true,402.04932273680623
true,375.57865183538075
true,164.82108098350463
true,178.0435991764411
true,236.3648595042804
true,607.8142274550261
true,172.01053292208738
true,443.467874747744
true,213.90252620166308
true,232.14017799191515
true,143.61122214983843
true,127.4338138395061
true,134.10279129527044
true,306.85739283445275
true,101.95609234870359
true,283.75496133979897
true,101.0456735185337
true,242.21669163193528
true,135.85977805569786
true,115.97094956659403
true,170.28210227378014
true,148.20388117787263
true,95.14628186114717
true,115.17649011744089
true,168.3323129793166
true,153.15436752173687
true,102.35367616144973
true,148.0149586788392
true,100.01436250775818
true,333.4685384738032
true,264.56059786593624
true,405.8069180512114
true,149.02033208318778
true,125.44790374051145
true,154.5325085214294
true,143.3289325582146
true,392.58659622728567
true,113.76330188587883
true,26.310818206785868
true,139.2377430725771
true,246.7663315609419
true,267.581188406656
true,154.63504979321098
true,47.82759693786547
true,131.0018849250255
true,117.67629754212608
true,109.98738665231238
true,98.15766650616092
true,32.1674249207137
true,43.127355165970975
true,415.22225097038194
true,103.48680911972315
true,88.16817005627112
true,161.54649743765518
true,404.5038931698626
true,121.60432059013051
true,100.10099859567023
true,47.24718300611213
true,94.50205043223961
true,76.1355202209083
true,166.00308563210405
true,251.4932783990597
true,283.34710216026826
true,208.39527142274667
true,347.047951627258
true,287.16413713465164
true,113.52279119765774
true,143.11531761677475
true,87.39056748683667
true,114.00199930959475
true,233.40021755922746
true,72.90714712555102
true,128.1344664107988
true,283.77165551671214
true,61.962006860038436
true,259.1879952059504
true,141.41576420548358
true,140.1008003707754
true,161.60457471684268
true,104.47557571591652
true,326.6292855275184
true,621.2710982220315
true,192.80392939929038
true,182.32409394038484
true,242.97348785242076
true,332.138422088779
true,212.24504234892174
true,719.3357127728002
true,173.81888027831002
true,331.33662357133215
true,327.93079141456656
true,83.77696757601466
true,146.69813717526296
true,328.10338927463465
true,363.7110688302277
true,33.438727804460235
true,25.696603591019052
true,125.85962081134198
true,78.5379999972801
true,153.6689317129142
true,114.05572233283507
true,267.1731519826986
true,269.5999335208973
true,301.40062350589415
true,789.4616802165078
true,136.97577382471235
true,96.91737126744401
true,356.7615244065776
true,218.13210742462365
true,127.37687064982741
true,157.01039575247822
true,156.80788429434543
true,144.78383489844478
true,142.68934973811704
true,42.00364509428098
true,199.35370387168655
true,137.9797066412396
true,58.39481872320506
true,342.41711479807543
true,167.7770993254694
true,41.48958578429766
true,76.48608663373088
true,235.50401311032115
true,291.77708446514515
true,105.1250870087632
true,107.21870580733939
true,149.23860721962006
true,451.5721825384042
