mse,rmse,mae,mse_x,mse_y,mae_x,mae_y,n_samples
0.2771475315093994,0.5264480330568245,0.27887922525405884,0.28068971633911133,0.2736053466796875,0.2736150324344635,0.2841433882713318,111
