hausdorff_mean,hausdorff_std,frechet_mean,frechet_std,endpoint_error_mean,endpoint_error_std,length_error_mean,length_error_std,path_similarity_mean,path_similarity_std,n_fractures
0.8655509221714043,1.0632409860498941,2.3591125468688117,1.4841644076392866,2.339133057315036,1.4994519412865952,1.4841343302771408,0.27190203765544974,0.9961558338496769,0.029149152455205295,111
