,id_arr,coord_x,coord_y
1285,259.0,793393.1251503378,958137.125154674
1286,259.0,793413.1251103356,958153.8124572635
1287,259.0,793616.1250324212,958277.1252027601
1288,259.0,793690.1248844191,958317.6874575913
1289,259.0,793775.8750410043,958355.1250467598
1290,259.0,793938.8123791702,958413.4999300092
1291,260.0,793616.1250324212,958277.1252027601
1292,260.0,793554.6248273365,958421.3749142587
1293,261.0,790592.1875107549,953883.8124670908
1294,261.0,790525.1249808371,953902.6874293461
1295,261.0,790385.1249327548,953951.1249965131
1296,262.0,790637.6874197535,953428.6250572577
1297,263.0,791994.1249955855,953206.9998443425
1298,263.0,792036.6249105856,953100.8123926744
1299,263.0,792070.50017092,953014.8749005124
1300,264.0,792070.50017092,953014.8749005124
1301,265.0,793310.8123228364,950854.1249569282
1302,265.0,793291.312689919,950900.1875288412
1303,265.0,793278.8123868369,950944.6251040101
1304,265.0,793238.6248031706,951170.1873169243
1305,265.0,793212.1248561703,951830.1249734238
1306,265.0,793220.374839671,952151.9999858439
1307,265.0,793232.1248161718,952312.1249936745
1308,266.0,793278.8123868369,950944.6251040101
1309,266.0,793360.812550921,950983.62502601
1310,266.0,793414.0001085885,951025.6249420121
1311,266.0,793721.1874863356,951178.9999633431
1312,267.0,793212.1248561703,951830.1249734238
1313,267.0,793135.5000094213,951735.1251634285
1314,267.0,793081.1251181699,951682.6249403432
1315,267.0,792994.6876270026,951608.6874241754
1316,268.0,792693.9999081716,951338.3749726787
1317,268.0,792681.3749334216,951440.8124318421
1318,268.0,792669.8749564216,951714.8748758435
1319,268.0,792672.6249509193,951958.1250455081
1320,268.0,792706.12488392,952249.1874555126
1321,268.0,792689.8749164194,952606.1250618398
1322,269.0,793151.6249771714,952146.6249965951
1323,269.0,793077.1251261719,952047.8125301749
1324,269.0,793019.1249140874,951984.1249935105
1325,270.0,792005.3749730885,950783.8750974238
1326,270.0,791989.1250055879,950903.3751865104
1327,270.0,791980.3750230856,951108.3124406785
1328,270.0,791971.8750400878,951191.3126027584
1329,270.0,791970.1250435859,951357.9999334291
1330,271.0,792260.8124543354,951312.1250251755
1331,272.0,791833.6873243377,950772.8124555126
1332,272.0,791821.812676169,950868.8749274239
1333,272.0,791809.6250365041,951148.687688008
1334,272.0,791785.3124210872,951520.3749367595
1335,272.0,791741.6248444207,951991.1249795109
1336,273.0,791261.6874840856,951674.4999565929
1337,273.0,791724.0002077557,951212.1248970926
1338,274.0,792896.6248310022,950766.8751314282
1339,274.0,793046.6248590872,950848.3749684244
1340,275.0,787178.8751116693,947399.3749766797
1341,275.0,787279.3749106713,947383.1250091791
1342,275.0,787496.875131838,947334.5001064241
1343,275.0,787991.8124621697,947200.6873819232
1344,275.0,788031.8123821691,947184.0000793412
1345,275.0,788293.8748501688,947104.6249100119
1346,275.0,788794.1874978356,946926.1249389276
1347,275.0,788864.875020504,946896.6249979287
1348,275.0,788934.1875459217,946855.375080429
1349,276.0,787914.687616419,945757.6873151734
1350,276.0,787908.3749650046,945766.8749608397
1351,276.0,787734.6249844208,945875.8124070093
1352,276.0,787605.624914337,945976.8125330955
1353,277.0,787505.0001155883,941382.999870345
1354,277.0,787672.8751079217,941524.1875800937
1355,277.0,787970.1248415038,941796.3750278428
1356,277.0,788162.1874495037,941958.1250324249
1357,278.0,789411.6249112524,942128.0000207573
1358,278.0,789373.3126519211,942791.6250058413
1359,278.0,789350.8123688363,943052.8124755919
1360,278.0,789317.6250992529,943350.0002014264
1361,278.0,789312.312445838,943445.1250111759
1362,278.0,789269.3125318363,943782.1249933466
1363,278.0,789256.6248931699,943938.3750089258
1364,278.0,789258.9998884201,943997.3748909235
1365,279.0,788977.8751225881,943439.1873590127
1366,279.0,788998.812416669,943286.1250010952
1367,279.0,789009.6250590868,942607.8750452623
1368,279.0,788981.0001163371,942186.8749030083
1369,279.0,788968.1248140037,942113.8750490099
1370,280.0,788142.3124892525,943073.6250980124
1371,280.0,788162.3751131706,943097.3750505075
1372,280.0,788698.8123605028,943920.0000456795
1373,280.0,788782.624856919,944020.3125090897
1374,281.0,788012.6874204203,945263.8749825954
1375,281.0,788137.6251626723,945317.1252041757
1376,281.0,788167.625102669,945335.68750301
1377,281.0,788232.8123082556,945357.812458761
1378,281.0,788316.3124693371,945395.1250481755
1379,281.0,788490.000114087,945454.6249291748
1380,281.0,788647.3124635033,945495.6248471737
1381,281.0,788910.1249300055,945542.3750817627
1382,281.0,788979.8751185872,945560.3123818412
1383,281.0,789440.6875171699,945627.3125759289
1384,282.0,792113.3124212548,941359.3125817627
1385,282.0,792178.124955669,941408.8751466796
1386,282.0,792255.3124653362,941487.8126528412
1387,282.0,792404.0001600869,941616.3750597611
1388,282.0,792520.3749273382,941709.3125379235
1389,282.0,792578.1248118356,941741.1251383424
1390,283.0,792471.3750253357,942371.1875265092
1391,283.0,792405.1251578368,942302.3750000969
1392,284.0,792446.31241142,942564.3124683425
1393,284.0,792299.31270542,942423.3750861734
1394,285.0,790246.3125463389,941791.000038594
1395,285.0,790566.3748983368,941831.9999565929
1396,286.0,790385.3749322556,941967.625013426
1397,286.0,790660.3750384189,941976.1249964237
1398,286.0,790866.4999542534,941995.3749579266
1399,286.0,791137.8124037534,942028.499891676
1400,287.0,793036.6875430048,943488.3125888407
1401,288.0,792735.3124895878,943571.8124218434
1402,288.0,792742.1248119213,943578.6250722632
1403,288.0,792949.6250530854,943621.3126509264
1404,288.0,793098.5000834204,943663.8125659302
1405,288.0,793379.3125139214,943733.3750908449
1406,289.0,793793.3126701713,944036.3124770969
1407,289.0,793839.6249135025,943897.8750899285
1408,289.0,793856.3748800047,943822.8125760108
1409,290.0,793835.3125861697,945384.125070177
1410,290.0,793988.6876075044,945001.1875158399
1411,291.0,793606.1873882525,941763.6250933409
1412,291.0,793867.8748570047,941775.312405929
1413,291.0,794018.8752111718,941789.1250423416
1414,292.0,792667.8749604188,941703.1248862594
1415,292.0,792808.3750075027,941586.6247911751
1416,292.0,792886.8751785867,941531.1875660941
1417,292.0,792991.8749685884,941441.687417008
1418,293.0,790248.8752052523,942470.6249916777
1419,293.0,790419.3125284202,942643.624973759
1420,293.0,790636.5000861697,942852.3748843446
1421,293.0,791011.6249920875,943155.874933511
1422,293.0,791244.3125188388,943366.3125047609
1423,293.0,791653.1250214204,943702.8124879301
1424,293.0,791765.8751240037,943801.6249543428
1425,293.0,791954.8750740886,944005.8125380948
1426,293.0,792172.8749661706,944189.1251635924
1427,293.0,792336.1249677539,944308.3749250919
1428,293.0,792377.6248847544,944348.6875085086
1429,293.0,792537.3125575036,944452.4999649301
1430,293.0,792778.1874038391,944670.6248567626
1431,293.0,792981.124990087,944877.3124355078
1432,293.0,793074.1874680035,944964.624924928
1433,293.0,793361.8125489205,945191.3751275912
1434,293.0,793639.1876503378,945374.8750886768
1435,293.0,793702.000188753,945428.3126458451
1436,294.0,790353.6249957532,945017.6251470074
1437,294.0,790369.124964755,945041.3124355897
1438,294.0,790459.8124474213,945112.3749575093
1439,294.0,790955.8751035854,945488.3125258461
1440,294.0,791404.8751898371,945804.3125500083
1441,295.0,789120.3748375885,944612.187309593
1442,295.0,789685.3750199191,945520.5001255125
1443,295.0,789798.1251225024,945682.5001295954
1444,295.0,789874.1249705032,945771.312616013
1445,295.0,789893.8749310039,945811.8125350103
1446,295.0,790255.3748641722,946259.4999598414
1447,295.0,790386.6875936687,946412.9999809265
1448,296.0,790445.1251408383,946588.4999580085
1449,296.0,790482.1874026693,946626.0002110898
1450,297.0,793377.8748527542,947394.499986425
1451,297.0,793348.8125749193,947356.687398009
1452,297.0,793200.6875430867,947216.3123506755
1453,297.0,792624.8123825043,946737.3749883398
1454,297.0,791540.9999175854,945926.6249694303
1455,298.0,789801.3751160055,948675.8750483468
1456,298.0,789807.8124390878,948652.0000960901
1457,298.0,789882.9999527521,948584.1249037609
1458,298.0,789958.3748020045,948504.875062257
1459,298.0,790078.374890089,948359.1873615086
1460,298.0,790366.9999690056,948044.1873353422
1461,299.0,791345.3749807552,947390.3126588464
1462,299.0,791053.3125727549,948023.8123760968
1463,299.0,790964.18742292,948196.6250225902
1464,299.0,790854.874977503,948373.624996677
1465,299.0,790673.6250119209,948687.8126885071
1466,299.0,790458.3124504201,949043.312305592
1467,300.0,790654.6250499189,949263.8748565912
1468,300.0,790815.8750555031,949016.3123595938
1469,301.0,791220.1249031723,949054.4999472573
1470,301.0,791363.8126079217,948715.499969095
1471,301.0,791395.8125439212,948612.9998460114
1472,301.0,791502.8123299219,948353.3750371784
1473,301.0,791581.3751649223,948136.6248145103
1474,302.0,792174.1872995049,948815.6874327585
1475,302.0,792272.5000950024,948879.6249689236
1476,303.0,792376.6248867549,948716.3126315102
1477,303.0,792552.1248638369,948485.3751012608
1478,303.0,792755.8124485873,948251.6249125898
1479,304.0,793531.8748728372,949153.3124136776
1480,304.0,793531.8748728372,949153.3124136776
1481,304.0,793545.4998455867,949138.3124436736
1482,304.0,793600.312400002,949042.6249710098
1483,304.0,793630.8750029206,948971.6251130104
1484,304.0,793670.87492292,948846.8123705089
1485,304.0,793702.3125240877,948708.3749833405
1486,305.0,793747.6250975057,949320.6250711754
1487,305.0,793961.4999978356,948857.1250139251
1488,305.0,793978.4999638386,948837.1250539273
1489,305.0,794002.6249155886,948783.8751604259
1490,305.0,794062.6247955859,948687.6250248402
1491,306.0,789384.4999655038,948951.8124885932
1492,307.0,790031.1249845885,949431.8125128448
1493,307.0,790192.8123252541,949547.6249452606
1494,308.0,790726.1875708364,949898.6248994246
1495,308.0,790799.1250890046,949935.3124900907
1496,308.0,790878.999929253,949989.1873823404
1497,308.0,791095.812487755,950104.1251445934
1498,308.0,791152.3750386722,950142.500067845
1499,309.0,793241.6251252554,948872.4999831766
1500,309.0,793164.124952171,949021.187349841
1501,309.0,793096.8124227524,949189.3123416752
1502,309.0,793062.124828089,949256.3125357628
1503,309.0,792936.6874149218,949548.6249432564
1504,309.0,792853.8749165051,949753.31252601
1505,309.0,792792.8750385046,949954.3124520928
1506,310.0,793161.6249571703,950408.8125273436
1507,310.0,793203.1875380874,950426.3124923408
1508,310.0,793474.4999875873,950580.8125114292
1509,311.0,788656.3751094192,945948.812589094
1510,311.0,788902.3126096688,946040.1250705123
1511,311.0,789185.5000354201,946119.8125751764
1512,311.0,789376.3126459196,946157.3125001788
1513,311.0,789629.3124680035,946184.3751100898
1514,312.0,789376.3126459196,946157.3125001788
1515,312.0,789178.6250491701,946294.875217177
1516,312.0,789092.8125567548,946344.8124532625
1517,312.0,789064.8749485873,946353.8124352619
1518,313.0,789145.1251161695,948618.8751623407
1519,313.0,789275.8125188388,948518.3750352636
1520,313.0,789395.1249442548,948407.6249286756
1521,313.0,789649.8750909194,948137.0001418442
1522,313.0,789782.3748259209,948007.625072509
1523,313.0,789892.6249335036,947886.3749869242
1524,313.0,790028.1249905862,947748.3749348447
1525,313.0,790202.3126343377,947556.6249902621
1526,313.0,790535.124960836,947181.6874199286
1527,314.0,789892.6249335036,947886.3749869242
1528,314.0,789848.8750210032,947872.3123510107
1529,314.0,789762.1248664223,947868.1250234246
1530,314.0,789510.0000425875,947816.1874632612
1531,314.0,789415.3749037534,947780.9998695925
1532,315.0,789649.8750909194,948137.0001418442
1533,315.0,789334.1250662543,948113.1251895949
1534,315.0,789160.6874210052,948067.8749520108
1535,316.0,792640.8123505041,950184.9999828413
1536,316.0,792844.4999352545,950307.1250666752
1537,316.0,793000.8126147538,950406.0001970083
1538,317.0,792844.4999352545,950307.1250666752
1539,318.0,793829.6875974201,950273.6874695122
1540,318.0,793859.1248745024,950065.6875574291
1541,318.0,793889.8124771714,949921.8748529255
1542,318.0,793932.1250565872,949752.8125270084
1543,318.0,793987.3126102537,949572.68755918
1544,319.0,793435.8124009222,949653.8123969287
1545,319.0,793741.1251105033,949821.500053674
1546,319.0,793858.3748760037,949891.6249134243
1547,320.0,791449.3751008362,944598.3750012591
1548,320.0,791496.6250063367,944619.6876226738
1549,320.0,791758.3748109192,944783.9999580905
1550,320.0,791981.8126842529,944948.1249579266
1551,320.0,792363.8749122545,945177.6874909252
1552,320.0,792555.1251859218,945310.6875530109
1553,320.0,792784.8750545047,945473.3125558421
1554,320.0,793038.3125397526,945690.1251143441
1555,320.0,793269.3124058358,945869.3124200106
1556,320.0,793393.3751498386,945969.3748839274
1557,320.0,793465.3126700036,946035.8124150932
1558,321.0,793393.3751498386,945969.3748839274
1559,321.0,793408.3124559224,945942.9999366775
1560,322.0,793436.6873991713,945320.3748695925
1561,322.0,793406.8124589212,945382.3750736788
1562,322.0,793327.3126179203,945626.3125779256
1563,322.0,793277.8750527538,945826.3125060126
1564,323.0,793038.3125397526,945690.1251143441
1565,323.0,793191.6875610873,945273.8126267567
1566,324.0,792555.1251859218,945310.6875530109
1567,325.0,792363.8749122545,945177.6874909252
1568,325.0,792583.687464755,945036.6251090094
1569,325.0,792672.8749504201,944970.812576592
1570,325.0,792802.6250190027,944860.8751324266
1571,326.0,793172.1249361709,943034.6248479262
1572,326.0,793353.3749017529,942926.3124005124
1573,326.0,793647.1249704212,942722.812479429
1574,326.0,793802.3749880046,942588.1874205917
1575,327.0,793096.1250881702,941555.6875170916
1576,327.0,792933.6250850856,941675.8126049265
1577,328.0,792933.6250850856,941675.8126049265
1578,328.0,793098.3124197535,941685.1875861734
1579,329.0,792460.000048086,941386.4998633415
1580,329.0,792495.1249778382,941370.8748945966
1581,329.0,792695.499905169,941348.3126037568
1582,329.0,792726.187507838,941335.1876300126
1583,329.0,792783.1873938367,941331.8749725968
1584,329.0,792859.18756992,941338.3749595955
1585,329.0,793013.3749255873,941341.3126177564
1586,329.0,793099.8124167547,941343.8126127571
1587,329.0,793365.3125419207,941378.624879092
1588,330.0,793099.8124167547,941343.8126127571
1589,330.0,793331.3126099221,941172.3126276731
1590,331.0,787873.3750350028,949656.3123919293
1591,331.0,787934.8749120049,949696.1249763444
1592,331.0,787958.1875294223,949721.3125900105
1593,331.0,788188.1873975024,949909.8748769239
1594,331.0,788253.499930922,949982.1250605136
1595,331.0,788334.6250967532,950045.3125981763
1596,331.0,788358.5000490025,950077.6248695105
1597,331.0,788553.1249878369,950228.8752231747
1598,331.0,788579.874934338,950256.1248405948
1599,331.0,788944.0001903363,950525.124958761
1600,331.0,789078.6875850037,950636.1250648424
1601,331.0,789312.8124448359,950850.312628597
1602,331.0,789370.6249932535,950892.8125435933
1603,331.0,789536.1249903366,950991.125011012
1604,332.0,792135.1250416711,947545.6873480901
1605,332.0,792096.0001199208,947795.4998405948
1606,332.0,792028.8749260865,948120.8751740903
1607,332.0,791975.3126972541,948274.3125312626
1608,332.0,791896.8751900867,948534.0000040084
1609,332.0,791863.6875924207,948613.625172846
1610,332.0,791761.375133004,948953.6251490116
1611,332.0,791671.3126490861,949206.6249710917
1612,332.0,791510.3749788366,949692.1249843463
1613,332.0,791216.9999094196,950531.68760968
1614,332.0,791112.6874540038,950858.1249489263
1615,333.0,792324.8749902546,951149.8126857579
1616,333.0,792322.6249947548,951046.3749005124
1617,333.0,792322.6249947548,951046.3749005124
1618,333.0,792324.999990005,950832.8749994263
1619,333.0,792342.1249557547,950492.8123593405
1620,333.0,792370.6248987541,950045.8749330118
1621,333.0,792394.6875146702,949832.6250314265
1622,333.0,792401.3125014193,949692.4999835938
1623,334.0,787721.3750109188,950810.6250439286
1624,334.0,787862.8123920858,950679.8126415089
1625,335.0,787623.6248783357,950976.125041008
1626,335.0,787779.687558338,950919.0001552626
1627,335.0,787949.1248835027,950843.8749774247
1628,336.0,791735.4998566695,950827.12501093
1629,336.0,791587.312489003,950752.187496759
1630,336.0,791505.812652003,950701.1875987574
1631,337.0,791505.812652003,950701.1875987574
1632,337.0,791408.6248542555,950819.1250269264
1633,338.0,793000.8126147538,950406.0001970083
1634,338.0,792896.6248310022,950766.8751314282
1635,338.0,792875.8748725057,950809.1873827577
1636,339.0,788218.3123372532,953178.4999013469
1637,340.0,786931.4999502525,954733.8750714287
1638,340.0,787053.8123696707,954602.6250058413
1639,341.0,786502.5001520887,951502.4999725074
1640,341.0,786721.6250419207,951511.3122908399
1641,342.0,786942.3125926703,949370.8749706745
1642,342.0,786936.874939505,949697.8126370087
1643,342.0,786950.6249120049,950489.1250307634
1644,342.0,786941.1875949204,950671.8749933466
1645,342.0,786937.1249390021,951045.62490201
1646,342.0,786945.3749225028,951562.1875171736
1647,342.0,786942.3749285042,952110.8750680909
1648,343.0,786366.8124313354,951338.3749726787
1649,343.0,786600.3126205057,951343.6249621734
1650,343.0,786795.9998931699,951363.312586844
1651,343.0,786831.8124855869,951372.1249051765
1652,344.0,786361.8751052544,949898.8748989254
1653,344.0,786496.8751633391,949918.3748599291
1654,344.0,786834.8751435056,950012.9999987632
1655,345.0,786985.624842003,953645.8749508411
1656,345.0,787113.499914337,953629.3749838397
1657,345.0,787329.8124738373,953613.6250153407
1658,345.0,787492.5001405887,953614.8123489246
1659,346.0,787703.6250464208,954850.5001662597
1660,346.0,787592.8749398366,954849.8125035912
1661,346.0,787361.0000755042,954812.8749134243
1662,346.0,787316.6875000857,954801.624935925
1663,346.0,787247.99997342,954795.3749484271
1664,346.0,787043.8123896718,954751.0000371784
1665,346.0,786931.4999502525,954733.8750714287
1666,346.0,786876.3750605024,954723.1874287575
1667,346.0,786821.624841921,954720.1250989288
1668,346.0,786779.3125905879,954709.312456511
1669,347.0,786549.0000590868,952471.1876676753
1670,347.0,786698.5000881702,952601.8750703409
1671,347.0,786943.687589921,952829.8749424294
1672,347.0,787146.625176169,953033.6248630136
1673,347.0,787283.3125668354,953190.4998773411
1674,347.0,787441.1249152534,953348.0002185106
1675,347.0,787743.4999666698,953609.8750228435
1676,347.0,787792.8125320859,953663.4999155924
1677,347.0,788044.125021588,953931.1250365078
1678,347.0,788390.8123203367,954259.8126993403
1679,347.0,788584.999924086,954433.8750152588
1680,347.0,788784.8125165887,954622.4999660924
1681,347.0,788842.6874008365,954689.6251599267
1682,348.0,787952.3125411719,943259.1873909235
1683,348.0,787750.1876173355,943257.8123936802
1684,348.0,787635.1251834221,943278.8123516738
1685,348.0,787527.6250703372,943291.3749905899
1686,348.0,787361.1250752546,943338.3125607595
1687,348.0,787134.3748725876,943430.0000414252
1688,349.0,787452.1248932555,946310.3748580962
1689,349.0,787350.687432088,946297.1248845905
1690,349.0,787246.1876410879,946266.374946095
1691,349.0,787041.0000593364,946190.6250975952
1692,350.0,788455.6875186712,942906.1251049265
1693,350.0,788275.9998859204,942742.8124394268
1694,350.0,788015.6874144189,942530.6875355914
1695,350.0,787698.3750569187,942251.6251015961
1696,350.0,787658.6248083375,942211.3751820922
1697,350.0,787552.1250213385,942127.3126861751
1698,350.0,787253.1876270883,941856.6875712574
1699,350.0,786647.3125265054,941277.1874179244
1700,351.0,791466.8124019206,940139.3123970926
1701,351.0,791600.374798838,940252.6248345077
1702,351.0,791768.3751190044,940380.4999068454
1703,351.0,791909.687500421,940498.1873355135
1704,351.0,792074.124835588,940649.3750252575
1705,351.0,792467.6873686723,940985.6873447597
1706,352.0,794257.5000620037,940232.6875384301
1707,352.0,794257.3750622533,940241.6248565093
1708,352.0,794191.1875305884,940309.1250495911
1709,352.0,793952.1250165887,940527.8749401793
1710,352.0,793894.500131838,940574.3125113398
1711,352.0,793846.9998987541,940622.3750792593
1712,352.0,793635.1249944195,940804.6873786747
1713,352.0,793580.8124390021,940861.1249298453
1714,352.0,793523.3125540055,940907.499837093
1715,352.0,793469.8126610033,940959.8123965114
1716,353.0,790678.6250019222,940028.6249544248
1717,353.0,790673.3750124201,940194.687614426
1718,353.0,790653.6250519194,940501.9999919236
1719,354.0,792993.3126297556,978762.374914594
1720,355.0,793368.8751988374,978773.3752206787
1721,355.0,793380.6875111721,978750.3126027584
1722,355.0,793624.1250164211,978455.37520051
1723,355.0,793757.3124140874,978274.8749053404
1724,355.0,793798.1249965057,978203.6873836741
1725,356.0,793677.6249094196,978853.00006143
1726,357.0,791885.9998837523,978164.5001260936
1727,357.0,791950.5000828356,978294.6875297576
1728,357.0,791963.8123921715,978336.1251109242
1729,357.0,792122.5000669211,978686.8124016747
1730,357.0,792174.9999619201,978815.3751366735
1731,358.0,784154.1249275878,978011.8751032576
1732,358.0,784227.3751091696,978676.6874219254
1733,359.0,781701.6249113381,978294.374866344
1734,359.0,781817.0000086688,978405.8126355931
1735,359.0,781974.6876854189,978593.1249250099
1736,359.0,782150.4999978356,978845.8750756755
1737,359.0,782469.6873515882,979390.124971427
1738,360.0,785809.3748979196,968287.8748662621
1739,360.0,785883.187414337,968444.8125445098
1740,360.0,786183.6251336709,968939.1248760968
1741,361.0,786144.625211671,977350.8751129285
1742,361.0,786178.8751431704,977299.6248873398
1743,361.0,786274.1249526702,977114.8125929236
1744,362.0,785655.6248773374,970751.9998592585
1745,362.0,785953.8126011714,971143.6250602603
1746,363.0,786937.6249380037,969605.4998556748
1747,363.0,786529.1874346696,969511.6873792633
1748,363.0,786398.6873675883,969474.6251174286
1749,364.0,785433.3126579188,969769.6251835898
1750,364.0,785555.625077337,969909.3125682622
1751,364.0,785698.5001196712,970092.1248666793
1752,364.0,785817.1875463389,970225.1249287575
1753,364.0,786009.4998257533,970399.312572509
1754,364.0,786163.3751741722,970577.375208512
1755,364.0,786498.8124954216,971031.499956429
1756,365.0,787776.4999006689,976490.8125285953
1757,365.0,786387.875053253,976247.8750223443
1758,366.0,787573.8749778382,962176.6876135916
1759,366.0,787258.3126168363,962108.12508668
1760,366.0,786921.8126336709,962052.8125332594
1761,366.0,786439.3126144223,961990.3749940917
1762,366.0,786091.374990087,961970.3123701736
1763,366.0,785935.3749740049,961946.6250815913
1764,367.0,781187.6876190044,965453.3749578446
1765,367.0,781933.1251045056,966019.3751381785
1766,367.0,782114.8750690855,966187.1251307577
1767,367.0,782298.0000309199,966370.3750923425
1768,367.0,782686.8749093376,966843.3124666736
1769,368.0,780893.3748874217,963517.1875572577
1770,368.0,780985.3750315048,964047.3751451746
1771,368.0,780992.3750175051,964170.3125633448
1772,368.0,781054.6252210885,964490.8749143407
1773,368.0,781119.8124266714,964932.3126797602
1774,368.0,781178.3749735877,965284.6876311749
1775,368.0,781187.6876190044,965453.3749578446
1776,368.0,781210.4999093376,965655.999880679
1777,368.0,781241.3748475872,965825.6875334233
1778,368.0,781237.8125187531,965832.6875194237
1779,368.0,781243.812506754,966081.8750131801
1780,368.0,781263.6874670051,966311.4998820126
1781,368.0,781317.8750226721,966789.8749095127
1782,368.0,781401.1251842529,967140.8125278428
1783,369.0,782095.8751070872,965059.6874250099
1784,369.0,782031.6875714213,964996.8748865947
1785,370.0,784999.1248780042,967690.3750770092
1786,370.0,784836.3748754188,967569.8749899268
1787,370.0,784683.6875167526,967481.3751669303
1788,370.0,784387.8751162551,967295.6248822585
1789,370.0,784282.9999979213,967235.0000035092
1790,370.0,784106.6250225864,967155.187499091
1791,370.0,783920.8124020882,967031.3750826791
1792,370.0,783750.5000786707,966851.5001143441
1793,370.0,783551.6251483373,966610.1249409243
1794,371.0,783938.1876954213,966383.8750653416
1795,371.0,783897.1251135021,966412.5000080913
1796,371.0,783817.499944672,966457.3749183416
1797,371.0,783790.6249984205,966464.1249048412
1798,371.0,783724.0001316704,966496.3748403415
1799,371.0,783565.687456172,966542.6874117628
1800,371.0,783514.8748937547,966555.1873867586
1801,371.0,783435.6250522546,966564.8750314265
1802,372.0,784076.8124181703,966611.1249389276
1803,372.0,784036.5001628362,966535.8750894293
1804,372.0,783938.1876954213,966383.8750653416
1805,372.0,783837.4999046698,966229.6250457615
1806,373.0,784835.3125415854,968415.8126025125
1807,374.0,785156.1875560023,968331.3124434277
1808,374.0,785319.8125568368,968118.1248776764
1809,375.0,785498.312527921,968056.8750001788
1810,375.0,785379.500101503,968210.8750202581
1811,375.0,785288.1876200885,968333.0001040921
1812,376.0,784670.6252069212,968186.3124053404
1813,376.0,784888.8750985041,968130.124853678
1814,376.0,785009.31252167,968109.8125583455
1815,376.0,785090.312359672,968100.8125763461
1816,376.0,785358.3124798387,968067.6876425967
1817,376.0,785498.312527921,968056.8750001788
1818,376.0,785737.6250414215,968059.3123312593
1819,376.0,785796.1875883378,968064.3749851733
1820,377.0,782652.1876427531,973046.6875270903
1821,377.0,782685.8749113381,973149.6249852628
1822,377.0,782776.37505842,973357.187562257
1823,377.0,782896.3748184219,973588.1250925064
1824,377.0,782914.6251100041,973621.5000257567
1825,378.0,782889.8748314194,973803.8749890924
1826,378.0,782920.6250980049,973705.6875214279
1827,378.0,782932.6250740029,973645.8126411736
1828,378.0,782948.6250420026,973541.625185512
1829,379.0,785965.6249135025,969334.3750698417
1830,379.0,786041.8124251701,969422.1248943433
1831,380.0,785654.374879837,969045.1876560971
1832,381.0,785154.1875600033,973869.3751861751
1833,381.0,785091.5000213385,973945.3750341758
1834,381.0,785027.6251490861,974043.12483868
1835,381.0,784957.8749605045,974132.3749882579
1836,382.0,785116.1249720864,974316.3749483451
1837,382.0,784949.1249780022,974330.6249198467
1838,382.0,784819.3749094196,974336.6249078438
1839,382.0,784681.6248568371,974339.9999010935
1840,382.0,784614.6249908358,974339.812565513
1841,382.0,784614.6249908358,974339.812565513
1842,383.0,784508.3748752549,974414.3124165088
1843,383.0,784552.8751143366,974335.8125735074
1844,383.0,784611.874996338,974233.1247867569
1845,383.0,784786.3126395866,973994.87493518
1846,383.0,784820.6249069199,973937.1250506788
1847,383.0,784949.1876419224,973754.1250885949
1848,383.0,785149.1875700057,973442.8123910129
1849,384.0,785516.875154838,975127.374966763
1850,384.0,785512.6251633391,975135.6249502599
1851,384.0,785401.8123928383,975303.1249433458
1852,384.0,785306.6249191724,975480.6875803471
1853,385.0,782257.6874475032,973430.875078924
1854,385.0,782257.6874475032,973430.875078924
1855,385.0,781941.6874233373,973370.8125350103
1856,385.0,781606.6251013391,973279.1250543445
1857,386.0,782870.8751975037,967912.3749610931
1858,386.0,782747.3124525025,967756.3749450073
1859,387.0,784794.874958422,967808.187505424
1860,387.0,784696.1248278357,967763.1249315068
1861,387.0,784401.687424589,967537.0000556782
1862,388.0,785970.6249035038,966870.3124126792
1863,388.0,786021.625129588,966781.3749265075
1864,388.0,786090.6876555048,966663.1251630113
1865,388.0,786165.8748410866,966532.1250969246
1866,389.0,781669.6873111688,969876.3126342595
1867,389.0,781817.1873442531,969853.6250155941
1868,389.0,782322.9999809191,969822.8750770912
1869,389.0,782544.3125304207,969825.1874084249
1870,390.0,782007.9999547526,969074.9999324232
1871,390.0,781977.3750160038,969282.8748447597
1872,391.0,782151.3749960884,968955.6251711771
1873,391.0,782146.3750060871,969100.3125458434
1874,391.0,782128.6250415854,969258.3125579283
1875,391.0,782104.6250895858,969388.8749608397
1876,392.0,782222.1875185035,969596.5002017617
1877,392.0,782270.8750851713,969465.0001366735
1878,392.0,782357.1875765882,969138.6248051748
1879,393.0,782877.6875198372,970923.8751716763
1880,393.0,782788.0000351705,971481.1250414252
1881,393.0,782787.000037171,971633.687400341
1882,394.0,782609.8750633374,970476.8750814274
1883,394.0,782562.3124944195,970633.6250960082
1884,394.0,782528.8748972528,970784.8747935072
1885,394.0,782492.8749692552,971027.124965176
1886,395.0,781904.0001627542,971974.8123742566
1887,395.0,781927.312452089,971849.8749600947
1888,395.0,781927.8124510869,971779.8124361783
1889,395.0,781979.3750120029,971322.0000315905
1890,396.0,781609.125096336,971187.1249732599
1891,396.0,781736.8751689196,970979.6250601783
1892,397.0,781453.0000805035,970973.3124087602
1893,397.0,781523.1249402538,970882.312590763
1894,398.0,783291.0000134222,969850.3123581782
1895,398.0,783461.5000005029,970005.3123762608
1896,398.0,783727.1251254193,970163.6250517592
1897,398.0,783843.3748929203,970243.8748912588
1898,398.0,784076.8124181703,970370.6249658465
