fracture_id,hausdorff,frechet,endpoint_error,length_error,path_similarity,true_n_pts,gen_n_pts
558.0,9.13795432965175,9.702701956114504,9.702701956114504,5.066228809161284,0.9086022434357911,3,15
559.0,4.16731683011555,4.16731683011555,2.8341533715956237,2.7403124681631317,0.9467462783949895,4,60
562.0,8.389683144105765,13.538419907546924,13.538419907546924,2.217748714780372,0.7970036407268692,26,210
697.0,3.014822283768506,3.014822283768506,3.014822283768506,0.23922618393946846,0.999994581931385,10,20
698.0,8.404966162063294,10.248582668315755,10.248582668315755,0.04958002695746817,0.881104812038275,14,47
702.0,3.7349337741350306,3.7479868491380204,3.10343420860864,1.2356566225337395,0.8685149021003485,8,43
704.0,7.1364968673928235,7.1364968673928235,7.1364968673928235,1.864785052023448,0.9076532133480107,6,18
705.0,5.895397343222228,5.895397343222228,5.892460717477532,1.1163017428864586,0.8765478748105237,6,19
709.0,2.1366967121403646,5.1647200603366725,5.1647200603366725,6.777060106376235,0.9395169024747904,10,209
710.0,5.827198591428567,5.827198591428567,5.827198591428567,1.1496066079542204,0.917514091081636,6,19
711.0,8.580226256560236,8.580226256560236,8.575454232788127,5.149344717339143,0.9418743794229343,3,16
712.0,8.832331715590042,9.437984212535842,9.437984212535842,5.213012935809071,0.8403579534332517,3,24
713.0,8.769574889397163,9.470455924242035,9.470455924242035,5.213944201626086,0.8358465591781004,3,24
714.0,8.259340885940086,8.302994333880656,8.302994333880656,1.0697138075773764,0.8955058677720208,10,24
715.0,8.872068544477772,8.872068544477772,8.870246071541665,5.312049721321267,0.9722010691901846,3,16
716.0,9.318899134848607,9.318899134848607,9.317154885913139,5.192448485318737,0.9775964194092962,3,15
718.0,9.254345941337963,9.489182870863896,9.489182870863896,5.498415636931289,0.5383128746167509,3,14
719.0,6.896941118350188,6.896941118350188,6.896941118350188,1.622357658533951,0.9648724327786191,6,19
720.0,8.334684588175925,8.334684588175925,8.329392846717925,2.6870175473872018,0.9999455545548591,5,19
721.0,1.722868486217408,2.0950493645459947,1.8696465130456261,1.2634091275883073,0.890421014546599,7,44
722.0,3.7016013409261035,3.7016013409261035,2.969652362569615,1.8931853940594523,0.8020634061466556,6,63
723.0,7.51787327358994,7.51787327358994,7.51787327358994,1.8288229332236063,0.8499973435328843,6,19
724.0,8.032984684237118,9.726165770135175,9.726165770135175,4.7431372949831,0.7158152535793318,3,20
725.0,3.3248852012780663,4.511468677365556,0.5821865656972885,13.344187249538997,0.9758543160093941,6,205
726.0,7.825673631164735,7.825673631164735,7.819400850188299,2.3899543836331634,0.983233355348807,5,19
728.0,4.1740591393398025,4.1740591393398025,2.2911231459198174,3.2105695013567797,0.8244602144685228,4,42
729.0,4.427546512551433,4.427546512551433,3.6433291092108013,5.4736054989872756,0.8433649349791511,4,68
730.0,8.900408770567017,9.636635766188219,9.636635766188219,5.1476151400549,0.8761357748611709,3,23
731.0,6.817783488023671,6.817783488023671,6.817783488023671,1.6509782605446537,0.908353441327286,6,18
732.0,9.115940234559027,9.115940234559027,9.115940234559027,5.446107525010291,0.6200612352268717,3,15
733.0,9.098147151869826,9.098147151869826,9.098147151869826,5.1880177941844385,0.7000834203400379,3,15
734.0,4.197723282441476,4.4253544468753425,2.831473667472979,4.752284549256496,0.9228606358396026,5,63
735.0,4.290966936867013,4.678371257923728,4.27986560103218,3.816731759846819,0.7707445183220092,5,54
736.0,8.48901891636109,9.741305159483145,9.741305159483145,5.179501656695829,0.8102932954036092,3,16
737.0,9.087611723388488,9.087611723388488,9.087611723388488,3.387126075248691,0.7418590863931152,4,17
739.0,2.8519033496063386,2.8519033496063386,1.8637489139819061,1.1237746557884951,0.829725667890077,6,39
740.0,8.76155633520672,8.76155633520672,8.75501308700798,5.240737714409445,0.9746637702567902,3,16
741.0,8.911742810003156,8.911742810003156,8.91101764834686,5.2795094536547875,0.9928453773413183,3,16
742.0,7.593148620316249,7.593148620316249,7.58837301346872,2.139622149630094,0.9495589696194555,5,19
744.0,3.8318038832610783,3.8318038832610783,2.460124406388383,2.527590587315665,0.871786456050668,6,39
747.0,8.659033560932665,8.659033560932665,8.659033560932665,5.195020308762122,0.9781963415067365,3,16
748.0,8.640232883803371,8.640232883803371,8.632940791770231,3.881195558382578,0.9974380919156404,4,18
750.0,1.7835902907237913,6.60185377553276,6.60185377553276,12.512178315919112,0.9618670425587431,7,206
751.0,4.836602774989156,4.836602774989156,1.412119936969164,3.7649343624364215,0.7998683913351229,5,76
752.0,9.099876511104375,9.099876511104375,9.096129093740858,3.6472149432694496,0.981864787412543,4,19
755.0,3.5653276106488865,3.5653276106488865,3.2557530379442605,2.0808893760635163,0.8006206857770746,6,49
756.0,9.266976535579412,9.266976535579412,9.240708211045435,5.295860802129762,0.9069295118384357,3,23
757.0,2.9957456864453333,4.8733128846739895,3.0358755589753565,3.5836685027824045,0.8519110613754188,6,42
759.0,4.699646669513655,4.699646669513655,3.5393660952616837,11.410556056032032,0.5086126594095677,3,51
761.0,3.038180897412238,7.8355215306843915,7.8355215306843915,1.4861381426340434,0.8889184506764961,10,58
762.0,8.945640005961495,9.518308307252425,9.518308307252425,5.2481615920336075,0.8726842627762634,3,23
764.0,9.27893950086006,9.27893950086006,9.275821175175688,5.0564601351702745,0.9854959921361105,3,17
765.0,7.403111317511216,7.403111317511216,7.39848282975422,2.3350907739925786,0.8961133321073577,5,18
766.0,2.771765335484437,2.771765335484437,1.2951072612419594,1.357901699347075,0.9806415720941459,8,61
767.0,9.201661761146493,9.201661761146493,9.201661761146493,5.268649103683039,0.9953001907111929,3,15
768.0,6.103357992615503,6.103357992615503,6.099514732187616,0.8897391207103952,0.9763107734316986,9,21
769.0,4.680176235965215,4.680176235965215,2.611388095854029,4.9907091254425175,0.6706005987141004,4,76
770.0,7.546643485843187,9.529089118000549,9.529089118000549,4.848056439428038,0.5512115552445015,3,19
771.0,3.827299142036525,3.827299142036525,3.1947574654614943,1.3086134321636842,0.8392585621270946,7,47
772.0,9.284042151416138,9.284042151416138,9.256604773820893,4.999483990666998,0.6628568215514736,3,18
808.0,8.615401429253785,8.615401429253785,8.607426408459197,5.159743976459039,0.9251784025761649,3,16
810.0,8.903870610058032,8.903870610058032,8.902957168407996,5.276790218082456,0.9917912771427999,3,16
824.0,5.775442020214241,5.775442020214241,5.771000417003865,1.2013187780763093,0.9292737773603106,6,20
825.0,4.041456262711717,4.041456262711717,3.9893175284035687,3.196602930188245,0.8005293196146004,6,118
826.0,3.859524211318939,3.859524211318939,2.4867268327155574,5.112345991768236,0.7013153084585301,4,55
827.0,7.87578988681138,9.846374248083418,9.846374248083418,4.90725062060092,0.5637794124324453,3,16
828.0,8.795773188821158,8.795773188821158,8.794724573874529,3.5526585228194834,0.7855668853860897,4,17
845.0,2.8695407794212944,4.266015995659929,2.787449852298037,15.06066470408984,0.7028521317383064,4,120
846.0,17.28064631041096,17.28064631041096,16.39734525622054,2.701570982897688,0.977936804119327,5,25
847.0,8.611075882905258,8.611075882905258,8.605608214854296,4.047555512165367,0.9703805008000952,4,17
850.0,7.461757929440983,7.461757929440983,7.457553972816911,2.718899826893435,0.9184484181324777,4,19
851.0,2.4945319183260586,4.457809859738685,4.209925388994296,2.1628578305992217,0.9108898802597852,8,42
852.0,8.50349305280269,8.50349305280269,8.495706449742562,3.9658767252535703,0.9429668477443304,4,17
